open_time,open,high,low,close,volume,quote_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume
2026-01-01T00:25:00+00:00,100084.97379719,100110.87182772,100066.97379719,100088.87182772,14.54917643,1456210.65513923,108,7.56557174,757229.5406724
2026-01-01T00:26:00+00:00,100088.87182772,100117.16319971,100069.87182772,100094.16319971,14.75020486,1476409.41253125,109,7.81760858,782496.98864156
2026-01-01T00:27:00+00:00,100094.16319971,100124.71115284,100074.16319971,100100.71115284,14.64847394,1466322.65879466,110,6.59181327,659845.1964576
2026-01-01T00:28:00+00:00,100100.71115284,100126.31687666,100079.71115284,100108.31687666,14.36526894,1438082.89528614,111,6.60802371,661518.13183163
2026-01-01T00:29:00+00:00,100108.31687666,100127.31687666,100051.22742811,100073.22742811,15.95814709,1596983.28332104,112,7.50032913,750582.14316089
2026-01-01T00:30:00+00:00,100073.22742811,100102.14584848,100055.22742811,100082.14584848,18.17608444,1819101.53423441,113,8.72452053,873168.73643251
2026-01-01T00:31:00+00:00,100082.14584848,100112.24307651,100063.14584848,100091.24307651,20.15446513,2017285.46829304,114,9.87568791,988469.87946359
2026-01-01T00:32:00+00:00,100091.24307651,100122.17118219,100071.24307651,100100.17118219,21.78558303,2180740.59034188,115,10.89279151,1090370.29517094
2026-01-01T00:33:00+00:00,100100.17118219,100131.57739353,100079.17118219,100108.57739353,11.99996083,1201299.00708931,116,6.11998002,612662.49361555
2026-01-01T00:34:00+00:00,100108.57739353,100140.11835635,100086.57739353,100116.11835635,12.77399851,1278883.14651696,100,6.64247922,665019.23618882
2026-01-01T00:35:00+00:00,100116.11835635,100140.47405804,100098.11835635,100122.47405804,13.13257138,1314865.5378047,101,6.96026283,696878.73503649
2026-01-01T00:36:00+00:00,100122.47405804,100146.36085939,100103.47405804,100127.36085939,13.14629167,1316303.49020532,102,5.91583125,592336.5705924
2026-01-01T00:39:00+00:00,100127.36085939,100153.14754863,100105.36085939,100131.14754863,15.68066815,1570123.2959191,105,7.52672071,753659.18204117
2026-01-01T00:40:00+00:00,100131.14754863,100154.14754863,100110.41445125,100128.41445125,17.77580614,1779863.28422163,106,8.71014501,872133.0092686
2026-01-01T00:41:00+00:00,100128.41445125,100152.41445125,100104.67330959,100123.67330959,19.56536644,1958956.35729334,107,9.78268322,979478.17864667
2026-01-01T00:42:00+00:00,100123.67330959,100141.67330959,100097.02538192,100117.02538192,20.96242942,2098696.07858712,108,10.69083901,1070335.00007943
2026-01-01T00:43:00+00:00,100117.02538192,100136.02538192,100087.63996687,100108.63996687,21.92328398,2194710.14263978,109,11.40010767,1141249.27417268
2026-01-01T00:44:00+00:00,100108.63996687,100128.63996687,100076.74819204,100098.74819204,11.45223947,1146354.83512982,110,6.06968692,607568.0626188
2026-01-01T00:45:00+00:00,100098.74819204,100119.74819204,100069.63436338,100087.63436338,11.60115136,1161131.79557685,111,5.22051811,522509.30800958
2026-01-01T00:46:00+00:00,100087.63436338,100109.63436338,100056.62521845,100075.62521845,11.46371262,1147238.20791237,112,5.27330781,527729.57563969
2026-01-01T00:47:00+00:00,100075.62521845,100098.62521845,100043.0775096,100063.0775096,11.16513946,1117218.21493079,113,5.24761554,525092.56101747
2026-01-01T00:48:00+00:00,100063.0775096,100087.0775096,100029.36441042,100050.36441042,13.15161327,1315823.69991423,114,6.31277437,631595.37595883
2026-01-01T00:49:00+00:00,100050.36441042,100068.36441042,100015.8612848,100037.8612848,15.34158937,1534739.78918365,115,7.51737879,752022.49669999
2026-01-01T00:50:00+00:00,100037.8612848,100056.8612848,100007.93138407,100025.93138407,17.27378901,1727826.8345204,116,8.63689451,863913.4172602
2026-01-01T00:51:00+00:00,100025.93138407,100045.93138407,99995.91203982,100014.91203982,18.84558997,1884840.02293992,100,9.61125088,961268.41169936
2026-01-01T00:52:00+00:00,100014.91203982,100035.91203982,99985.10190081,100005.10190081,19.99404489,1999506.49686753,101,10.39690334,1039743.37837112
2026-01-01T00:53:00+00:00,100005.10190081,100027.10190081,99975.74972014,99996.74972014,20.70281096,2070213.80630013,102,10.97248981,1097213.31733907
2026-01-01T00:54:00+00:00,99996.74972014,100019.74972014,99968.04513759,99990.04513759,21.00394899,2100185.80728646,103,9.45177704,945083.61327891
2026-01-01T00:55:00+00:00,99990.04513759,100014.04513759,99967.11182191,99985.11182191,9.97439396,997290.89556134,104,4.58822122,458753.81195822
2026-01-01T00:56:00+00:00,99985.11182191,100003.11182191,99963.00324426,99982.00324426,9.72748559,972573.49577921,105,4.57191823,457109.54301623
2026-01-01T00:57:00+00:00,99982.00324426,100001.00324426,99960.70124868,99980.70124868,10.59950884,1059746.32658002,106,5.08776424,508678.23675841
2026-01-01T00:58:00+00:00,99980.70124868,100000.70124868,99916.61747431,99937.61747431,12.86050567,1285248.29642805,107,6.30164778,629771.66524974
2026-01-01T00:59:00+00:00,99937.61747431,99960.59757011,99915.61747431,99939.59757011,14.91668668,1490767.66379758,108,7.45834334,745383.83189879
2026-01-01T01:00:00+00:00,99939.59757011,99964.92803176,99921.59757011,99942.92803176,16.651781,1664227.75037458,109,8.49240831,848756.15269104
2026-01-01T01:01:00+00:00,99942.92803176,99970.34538574,99923.92803176,99947.34538574,17.98486497,1797539.51097773,110,9.35212978,934720.54570842
2026-01-01T01:02:00+00:00,99947.34538574,99976.54735217,99927.34538574,99952.54735217,18.87927067,1887031.19523113,111,10.00601345,1000126.5334725
2026-01-01T01:03:00+00:00,99952.54735217,99976.20553905,99931.54735217,99958.20553905,19.34662255,1933853.67375365,112,8.70598015,870234.15318914
2026-01-01T01:04:00+00:00,99958.20553905,99982.97915973,99936.20553905,99963.97915973,19.44555779,1943855.33390185,113,8.94495658,894173.45359485
2026-01-01T01:05:00+00:00,99963.97915973,99989.52922432,99945.97915973,99969.52922432,19.27527109,1926939.77681925,114,9.05937741,905661.69510505
2026-01-01T01:06:00+00:00,99969.52922432,99995.53263747,99950.52922432,99974.53263747,8.03540524,803335.88313792,115,3.85699451,385601.2239062
2026-01-01T01:07:00+00:00,99974.53263747,100000.69563828,99954.53263747,99978.69563828,10.34218394,1033998.06061153,116,5.06767013,506659.04969965
2026-01-01T01:08:00+00:00,99978.69563828,100004.76604461,99957.69563828,99981.76604461,12.50120684,1249892.73775523,100,6.25060342,624946.36887761
2026-01-01T01:09:00+00:00,99981.76604461,100007.54381197,99959.76604461,99983.54381197,14.38488162,1438251.44135339,101,7.33628962,733508.23509023
2026-01-01T01:10:00+00:00,99983.54381197,100001.88948399,99965.54381197,99983.88948399,15.89592795,1589336.70342609,102,8.26588253,826455.08578157
2026-01-01T01:11:00+00:00,99983.88948399,100002.88948399,99963.73019628,99982.73019628,16.97808674,1697515.46589582,103,8.99838597,899683.19692478
2026-01-01T01:12:00+00:00,99982.73019628,100002.73019628,99960.06299252,99980.06299252,17.62231345,1761880.0086076,104,7.93004105,792846.00387342
2026-01-01T01:13:00+00:00,99980.06299252,100001.06299252,99954.95531928,99975.95531928,17.86777377,1786347.75185153,105,8.21917593,821719.96585171
2026-01-01T01:14:00+00:00,99975.95531928,99997.95531928,99948.54267852,99970.54267852,17.79753204,1779228.93601836,106,8.36484006,836237.59992863
2026-01-01T01:15:00+00:00,99970.54267852,99993.54267852,99946.02353017,99964.02353017,17.529407,1752310.05385699,107,8.41411536,841108.82585136
2026-01-01T01:16:00+00:00,99964.02353017,99988.02353017,99937.65164695,99956.65164695,18.79699839,1878885.02022924,108,9.21052921,920653.65991233
2026-01-01T01:17:00+00:00,99956.65164695,99974.65164695,99928.72622531,99948.72622531,10.03566533,1003051.96684917,109,5.01783267,501525.98342459
2026-01-01T01:18:00+00:00,99948.72622531,99967.72622531,99919.5801459,99940.5801459,12.0502338,1204307.35705746,110,6.14561924,614196.7520993
2026-01-01T01:19:00+00:00,99940.5801459,99960.5801459,99910.56685104,99932.56685104,13.72901391,1371975.59986932,111,7.13908723,713427.31193204
2026-01-01T01:20:00+00:00,99932.56685104,99953.56685104,99907.04636171,99925.04636171,14.99728138,1498604.03750795,112,7.94855913,794260.13987922
2026-01-01T01:21:00+00:00,99925.04636171,99947.04636171,99899.37099123,99918.37099123,15.82550371,1581258.55118032,113,7.12147667,711566.34803115
2026-01-01T01:22:00+00:00,99918.37099123,99941.37099123,99892.87132488,99912.87132488,16.23259123,1621844.79898741,114,7.46699197,746048.60753421
2026-01-01T01:23:00+00:00,99912.87132488,99936.87132488,99887.84302444,99908.84302444,16.28381536,1626897.1530492,115,7.65339322,764641.66193312
2026-01-01T01:24:00+00:00,99908.84302444,99926.84302444,99884.53498359,99906.53498359,16.08362315,1606859.05922122,116,7.72013911,771292.34842618
2026-01-01T01:25:00+00:00,99906.53498359,99925.53498359,99888.13930677,99906.13930677,16.23586091,1622062.18208132,100,7.95557185,794810.46921985
2026-01-01T01:26:00+00:00,99906.13930677,99927.78351118,99887.13930677,99907.78351118,18.52937997,1851229.28247298,101,9.26468998,925614.64123649
2026-01-01T01:27:00+00:00,99907.78351118,99928.78351118,99848.02526339,99868.02526339,20.65453554,2062727.67679794,102,10.53381312,1051991.11516695
2026-01-01T01:28:00+00:00,99868.02526339,99895.84986102,99847.02526339,99873.84986102,11.48746362,1147297.21699145,103,5.97348108,596594.55283555
2026-01-01T01:29:00+00:00,99873.84986102,99904.67056054,99851.84986102,99881.67056054,12.93647041,1292116.27580425,104,6.85632932,684821.62617625
2026-01-01T01:30:00+00:00,99881.67056054,99915.33173916,99863.67056054,99891.33173916,13.9521265,1393696.49631572,105,6.27845692,627163.42334208
2026-01-01T01:31:00+00:00,99891.33173916,99920.61476566,99872.33173916,99902.61476566,14.53270836,1451855.56478634,106,6.68504585,667853.55980172
2026-01-01T01:32:00+00:00,99902.61476566,99934.24634735,99882.61476566,99915.24634735,14.72438811,1471190.86549617,107,6.92046241,691459.7067832
2026-01-01T01:33:00+00:00,99915.24634735,99948.90902158,99894.24634735,99928.90902158,14.61615058,1460575.98168364,108,7.01575228,701076.47120815
2026-01-01T01:34:00+00:00,99928.90902158,99964.25337502,99906.90902158,99943.25337502,14.32999732,1432186.55346077,109,7.02169869,701771.41119578
2026-01-01T01:35:00+00:00,99943.25337502,99979.91150506,99925.25337502,99957.91150506,15.99248405,1598575.30574437,110,7.99624203,799287.65287219
2026-01-01T01:36:00+00:00,99957.91150506,99995.5111882,99938.91150506,99972.5111882,18.20570672,1820070.21925075,111,9.28491043,928235.81181788
2026-01-01T01:37:00+00:00,99972.5111882,100010.69019244,99952.5111882,99986.69019244,20.17611173,2017342.63276516,112,10.4915781,1049018.16903788
2026-01-01T01:38:00+00:00,99986.69019244,100018.11016484,99965.69019244,100000.11016484,21.79687096,2179689.49692595,113,11.55234161,1155235.43337076
2026-01-01T01:39:00+00:00,100000.11016484,100031.46954242,99978.11016484,100012.46954242,11.99964744,1200114.3741557,114,5.39984135,540051.46837007
2026-01-01T01:40:00+00:00,100012.46954242,100043.5149739,99994.46954242,100023.5149739,12.76211831,1276511.9315304,115,5.87057442,587195.48850399
2026-01-01T01:41:00+00:00,100023.5149739,100054.05079878,100004.5149739,100033.05079878,13.11043221,1311476.53153398,116,6.16190314,616393.96982097
2026-01-01T01:42:00+00:00,100033.05079878,100062.94620818,100013.05079878,100040.94620818,13.11633074,1312170.1384572,100,6.29583876,629841.66645946
2026-01-01T01:43:00+00:00,100040.94620818,100070.13980402,100019.94620818,100047.13980402,12.88925066,1289532.66301242,101,6.31573282,631871.00487609
2026-01-01T01:44:00+00:00,100047.13980402,100075.64137724,100025.13980402,100051.64137724,13.43572356,1344266.19558498,102,6.71786178,672133.09779249
2026-01-01T01:45:00+00:00,100051.64137724,100072.53083626,100033.64137724,100054.53083626,15.71273068,1572129.89614234,103,8.01349265,801786.24703259
2026-01-01T01:46:00+00:00,100054.53083626,100074.95433098,100035.53083626,100055.95433098,17.80118994,1781115.04762337,104,9.25661877,926179.82476415
2026-01-01T01:47:00+00:00,100055.95433098,100076.11772901,100035.95433098,100056.11772901,19.5812771,1959226.56725844,105,10.37807687,1038390.08064697
2026-01-01T01:48:00+00:00,100056.11772901,100077.11772901,100034.2777068,100055.2777068,20.96711541,2097870.55543563,106,9.43520194,944041.74994603
2026-01-01T01:49:00+00:00,100055.2777068,100077.2777068,100031.73081324,100053.73081324,21.91622943,2192800.51978942,107,10.08146554,1008688.23910313
2026-01-01T01:50:00+00:00,100053.73081324,100076.73081324,100033.80094399,100051.80094399,11.43422099,1144014.40263473,108,5.37408387,537686.76923832
2026-01-01T01:51:00+00:00,100051.80094399,100075.80094399,100030.82572863,100049.82572863,11.57415253,1157991.94392605,109,5.55559322,555836.13308451
2026-01-01T01:52:00+00:00,100049.82572863,100067.82572863,100028.14237546,100048.14237546,11.43070564,1143620.86559654,110,5.60104576,560374.22414231
2026-01-01T01:53:00+00:00,100048.14237546,100067.14237546,100026.07354086,100047.07354086,11.12975794,1113499.71081952,111,5.56487897,556749.85540976
2026-01-01T01:54:00+00:00,100047.07354086,100067.07354086,100024.9137889,100046.9137889,13.18547431,1319166.01204229,112,6.7245919,672774.66614157
2026-01-01T01:55:00+00:00,100046.9137889,100068.91718326,100028.9137889,100047.91718326,15.37020231,1537756.72820214,113,7.9925052,799633.49866511
2026-01-01T01:56:00+00:00,100047.91718326,100069.91718326,99987.78650857,100006.78650857,17.29400397,1729517.76258173,114,9.1658221,916644.41416832
2026-01-01T01:57:00+00:00,100006.78650857,100033.66455306,99986.78650857,100010.66455306,18.85518155,1885719.23659765,115,8.4848317,848573.65646894
2026-01-01T01:58:00+00:00,100010.66455306,100040.12780217,99989.66455306,100016.12780217,19.99195719,1999518.14573116,116,9.19630031,919778.34703633
2026-01-01T02:00:00+00:00,100016.12780217,100050.76530347,99998.12780217,100031.76530347,20.98045264,2098711.71463681,101,10.07061727,1007381.62302567
2026-01-01T02:01:00+00:00,100031.76530347,100061.74233099,100012.76530347,100041.74233099,9.94352504,994767.56988192,102,4.87232727,487436.10924214
2026-01-01T02:02:00+00:00,100041.74233099,100073.91691593,100021.74233099,100052.91691593,9.69264233,969777.13786509,103,4.84632117,484888.56893255
2026-01-01T02:03:00+00:00,100052.91691593,100087.03548712,100031.91691593,100065.03548712,10.63449068,1064140.68680322,104,5.42359024,542711.75026964
2026-01-01T02:04:00+00:00,100065.03548712,100100.79751771,100043.03548712,100077.79751771,12.89177507,1290180.45540933,105,6.70372304,670893.83681285
2026-01-01T02:05:00+00:00,100077.79751771,100114.86708143,100059.79751771,100090.86708143,14.94080132,1495437.75872566,106,7.9186247,792582.0121246
2026-01-01T02:06:00+00:00,100090.86708143,100121.8858538,100071.86708143,100103.8858538,16.66608619,1668339.98975972,107,7.49973879,750752.99539188
2026-01-01T02:07:00+00:00,100103.8858538,100135.48704142,100083.8858538,100116.48704142,17.98778591,1800873.93476639,108,8.27438152,828402.00999254
2026-01-01T02:08:00+00:00,100116.48704142,100148.30968515,100095.48704142,100128.30968515,18.8704858,1889469.84576911,109,8.86912832,888050.82751148
2026-01-01T02:09:00+00:00,100128.30968515,100160.01276808,100106.30968515,100139.01276808,19.32709897,1935396.61057829,110,9.27700751,928990.37307758
2026-01-01T02:10:00+00:00,100139.01276808,100170.28856688,100121.01276808,100148.28856688,19.41744477,1944623.86203244,111,9.51454794,952865.6923959
2026-01-01T02:11:00+00:00,100148.28856688,100178.87471509,100129.28856688,100155.87471509,19.24166348,1927165.63726358,112,9.62083174,963582.81863179
2026-01-01T02:12:00+00:00,100155.87471509,100185.56449804,100135.87471509,100161.56449804,8.0708077,808384.72603707,113,4.11611193,412276.2102789
2026-01-01T02:13:00+00:00,100161.56449804,100183.21496968,100140.56449804,100165.21496968,10.37548394,1039262.57938804,114,5.39525165,540416.54128178
2026-01-01T02:14:00+00:00,100165.21496968,100185.75256806,100143.21496968,100166.75256806,12.52873851,1254963.05024121,115,6.64023141,665130.41662784
2026-01-01T02:15:00+00:00,100166.75256806,100186.75256806,100148.1760059,100166.1760059,14.4036141,1442754.94487504,116,6.48162634,649239.72519377
2026-01-01T02:16:00+00:00,100166.1760059,100187.1760059,100144.5563212,100163.5563212,15.90379906,1592981.07286893,100,7.31574757,732771.29351971
2026-01-01T02:17:00+00:00,100163.5563212,100185.5563212,100139.0340858,100159.0340858,16.97422998,1700122.47908894,101,7.97788809,799057.5651718
2026-01-01T02:18:00+00:00,100159.0340858,100182.0340858,100131.81388309,100152.81388309,17.60715339,1763405.95653932,102,8.45143363,846434.85913887
2026-01-01T02:19:00+00:00,100152.81388309,100176.81388309,100123.15627475,100145.15627475,17.84297933,1786887.95304064,103,8.74305987,875575.09698991
2026-01-01T02:20:00+00:00,100145.15627475,100163.15627475,100118.36757631,100136.36757631,17.76583273,1779005.95701706,104,8.88291637,889502.97850853
2026-01-01T02:21:00+00:00,100136.36757631,100155.36757631,100107.78784859,100126.78784859,17.49429249,1751647.31280571,105,8.92208917,893340.12953091
2026-01-01T02:22:00+00:00,100126.78784859,100146.78784859,100096.77758315,100116.77758315,18.83166249,1885365.36492537,106,9.79246449,980389.98976119
2026-01-01T02:23:00+00:00,100116.77758315,100137.77758315,100085.70361153,100106.70361153,10.06606298,1007680.38355338,107,5.33501338,534070.60328329
2026-01-01T02:24:00+00:00,100106.70361153,100128.70361153,100074.92479929,100096.92479929,12.07301865,1208472.03943844,108,5.43285839,543812.4177473
2026-01-01T02:25:00+00:00,100096.92479929,100119.92479929,100026.27809389,100044.27809389,13.74167765,1374776.22001904,109,6.32117172,632397.06120876
2026-01-01T02:26:00+00:00,100044.27809389,100068.27809389,100017.06548156,100036.06548156,14.99842992,1500383.91779806,110,7.04926206,705180.44136509
2026-01-01T02:27:00+00:00,100036.06548156,100054.06548156,100009.04237166,100029.04237166,15.81501061,1581960.36651976,111,7.59120509,759340.97592948
2026-01-01T02:28:00+00:00,100029.04237166,100048.04237166,100002.40787024,100023.40787024,16.21161163,1621540.6425342,112,7.9436897,794554.91484176
2026-01-01T02:29:00+00:00,100023.40787024,100043.40787024,99997.297329,100019.297329,16.25465883,1625779.55456193,113,8.12732942,812889.77728096
2026-01-01T02:30:00+00:00,100019.297329,100040.297329,99998.77746489,100016.77746489,16.04949941,1605219.21139449,114,8.1852447,818661.79781119
2026-01-01T02:31:00+00:00,100016.77746489,100038.77746489,99996.84424332,100015.84424332,16.27119531,1627377.3354036,115,8.46102156,846236.21440987
2026-01-01T02:32:00+00:00,100015.84424332,100039.42360728,99995.84424332,100016.42360728,18.56203519,1856508.37474976,116,9.83787865,983949.43861737
2026-01-01T02:33:00+00:00,100016.42360728,100042.37502155,99995.42360728,100018.37502155,20.6809167,2068471.68262736,100,9.30641252,930812.25718231
2026-01-01T02:34:00+00:00,100018.37502155,100039.49768843,99996.37502155,100021.49768843,11.50466653,1150713.976832,101,5.2921466,529328.42934272
2026-01-01T02:35:00+00:00,100021.49768843,100044.53918535,100003.49768843,100025.53918535,12.94260126,1294590.66974356,102,6.08302259,608457.61477947
2026-01-01T02:36:00+00:00,100025.53918535,100050.20617748,100006.53918535,100030.20617748,13.94651037,1395072.30758364,103,6.69432498,669634.70764015
2026-01-01T02:37:00+00:00,100030.20617748,100056.17677634,100010.20617748,100035.17677634,14.51596351,1452106.97577024,104,7.11282212,711532.41812742
2026-01-01T02:38:00+00:00,100035.17677634,100062.11404915,100014.17677634,100040.11404915,14.69835791,1470425.40212888,105,7.34917896,735212.70106444
2026-01-01T02:39:00+00:00,100040.11404915,100067.68013823,100018.11404915,100044.68013823,14.5837006,1459021.66183142,106,7.43768731,744101.04753403
2026-01-01T02:40:00+00:00,100044.68013823,100072.55042498,100026.68013823,100048.55042498,14.29469985,1430163.99898365,107,7.43324392,743685.2794715
2026-01-01T02:41:00+00:00,100048.55042498,100069.4271715,100029.55042498,100051.4271715,16.02674326,1603498.53564322,108,8.49417393,849854.22389091
2026-01-01T02:42:00+00:00,100051.4271715,100072.0520935,100031.4271715,100053.0520935,18.2351562,1824483.03275205,109,8.20582029,821017.36473842
2026-01-01T02:43:00+00:00,100053.0520935,100073.21736089,100032.0520935,100053.21736089,20.19750949,2020825.80717195,110,9.29085437,929579.8712991
2026-01-01T02:44:00+00:00,100053.21736089,100074.21736089,100029.77458502,100051.77458502,21.80786141,2181915.23416909,111,10.24969486,1025500.16005947
2026-01-01T02:45:00+00:00,100051.77458502,100073.77458502,100030.64143182,100048.64143182,11.99902069,1200485.71889045,112,5.75952993,576233.14506741
2026-01-01T02:46:00+00:00,100048.64143182,100071.64143182,100024.80559485,100043.80559485,12.74994335,1275552.85420217,113,6.24747224,625020.89855906
2026-01-01T02:47:00+00:00,100043.80559485,100067.80559485,100017.32596745,100037.32596745,13.08804935,1309293.45879432,114,6.54402467,654646.72939716
2026-01-01T02:48:00+00:00,100037.32596745,100055.32596745,100008.33096486,100029.33096486,13.08620401,1309004.2318247,115,6.67396404,667592.1582306
2026-01-01T02:49:00+00:00,100029.33096486,100048.33096486,99998.01406099,100020.01406099,12.85469659,1285726.93381468,116,6.68444223,668578.00558363
2026-01-01T02:50:00+00:00,100020.01406099,100040.01406099,99991.62671534,100009.62671534,13.47090105,1347219.78517056,100,7.13957755,714026.4861404
2026-01-01T02:51:00+00:00,100009.62671534,100030.62671534,99979.46897003,99998.46897003,15.74465902,1574441.79655436,101,7.08509656,708498.80844946
2026-01-01T02:52:00+00:00,99998.46897003,100020.46897003,99966.8780895,99986.8780895,17.82635428,1782401.51170119,102,8.20012297,819904.69538255
2026-01-01T02:53:00+00:00,99986.8780895,100009.8780895,99954.21569377,99975.21569377,19.59690719,1959205.02318349,103,9.21054638,920826.36089624
2026-01-01T02:54:00+00:00,99975.21569377,99999.21569377,99898.35389621,99920.35389621,20.97149059,2095478.76171736,104,10.06631548,1005829.80562433
2026-01-01T02:55:00+00:00,99920.35389621,99938.35389621,99891.66099652,99909.66099652,21.90886806,2188907.58025085,105,10.73534535,1072564.71432292
2026-01-01T02:56:00+00:00,99909.66099652,99928.66099652,99880.98729755,99899.98729755,11.41593345,1140451.606681,106,5.70796673,570225.8033405
2026-01-01T02:58:00+00:00,99899.98729755,99920.98729755,99863.92897804,99884.92897804,11.39758657,1138447.12529189,108,5.92674502,591992.50515178
2026-01-01T02:59:00+00:00,99884.92897804,99906.92897804,99858.04012422,99880.04012422,11.09436625,1108105.74625496,109,5.88001411,587296.04551513
2026-01-01T03:00:00+00:00,99880.04012422,99903.04012422,99859.14301532,99877.14301532,13.21924248,1320300.17216953,110,5.94865912,594135.07747629
2026-01-01T03:01:00+00:00,99877.14301532,99901.14301532,99857.32690191,99876.32690191,15.39862956,1537958.55980496,111,7.0833696,707460.93751028
2026-01-01T03:02:00+00:00,99876.32690191,99895.60905731,99856.32690191,99877.60905731,17.31396084,1729277.01249609,112,8.1375616,812760.19587316
2026-01-01T03:03:00+00:00,99877.60905731,99899.93434867,99856.60905731,99880.93434867,18.86447108,1884200.9974672,113,9.05494612,904416.47878426
2026-01-01T03:04:00+00:00,99880.93434867,99906.17765567,99858.93434867,99886.17765567,19.98955674,1996680.41548655,114,9.7948828,978373.40358841
2026-01-01T03:05:00+00:00,99886.17765567,99914.14903979,99868.17765567,99893.14903979,20.67544762,2065335.57082754,115,10.33772381,1032667.78541377
2026-01-01T03:06:00+00:00,99893.14903979,99923.60145732,99874.14903979,99901.60145732,20.95672279,2093610.16767823,116,10.68792862,1067741.1855159
2026-01-01T03:07:00+00:00,99901.60145732,99934.24070831,99881.60145732,99911.24070831,9.91250385,990370.55802512,100,5.154502,514992.69017306
2026-01-01T03:08:00+00:00,99911.24070831,99945.73722423,99890.24070831,99921.73722423,9.65774481,965018.63871452,101,5.11860475,511459.8785187
2026-01-01T03:09:00+00:00,99921.73722423,99950.73922447,99899.73722423,99932.73922447,10.6694228,1066224.6464691,102,4.80124026,479801.0909111
2026-01-01T03:10:00+00:00,99932.73922447,99962.88671688,99914.73922447,99943.88671688,12.92289626,1291564.47969942,103,5.94453228,594119.66066173
2026-01-01T03:11:00+00:00,99943.88671688,99974.8257844,99924.88671688,99954.8257844,14.96468555,1495792.53722325,104,7.03340221,703022.49249493
